Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
reputation,0,42,36508334.0,21155,0,1006,442351.0,13,1225
reputation,1,42,35208692.0,21155,0,1006,442351.0,16,1225
reputation,0,42,37577837.0,21155,0,1006,442351.0,11,1225
reputation,2,42,28005285.0,21155,0,1006,442351.0,19,1225
reputation,0,42,33879230.0,21155,0,1006,442351.0,15,1225
reputation,3,42,27234656.0,21155,0,1006,442351.0,17,1225
reputation,0,36,28203036.0,11002,1,144,17440.0,12,686
reputation,0,272,30871945.0,63153,0,2547,16511.0,15,4808
reputation,0,5,36984669.0,12536,0,515,123033.0,10,1377
reputation,0,5,37191593.0,12536,0,515,123033.0,17,1377
reputation,0,6,33734985.0,15351,1,316,428404.0,18,641
reputation,0,572,37466249.0,55945,0,2228,37947.0,19,3541
reputation,0,46,36445618.0,48375,1,1526,11898.0,17,2398
reputation,0,46,26648659.0,48375,1,1526,11898.0,16,2398
reputation,0,595,33067682.0,22540,0,2471,15371.0,18,1276
reputation,0,595,30827959.0,22540,1,2471,15371.0,17,1276
reputation,0,595,34655850.0,22540,0,2471,15371.0,19,1276
reputation,0,158,32126303.0,12393,0,604,1239189.0,11,3044
reputation,0,28,36290253.0,20079,0,543,40834.0,10,648
reputation,0,409,36910912.0,106900,0,2692,1317805.0,11,9067
reputation,0,409,35842913.0,106900,0,2692,1317805.0,13,9067
reputation,0,80,36722862.0,34287,0,1230,687677.0,4,2485
reputation,8,2098,37342151.0,30144,0,1264,131809.0,16,1923
reputation,0,28,37594513.0,27410,2,727,911930.0,16,2700
reputation,0,28,31672052.0,27410,0,727,911930.0,16,2700
reputation,0,28,31874655.0,27410,0,727,911930.0,16,2700
reputation,0,28,37751754.0,27410,0,727,911930.0,4,2700
reputation,0,28,35319247.0,27410,1,727,911930.0,19,2700
reputation,0,28,37752896.0,27410,1,727,911930.0,10,2700
reputation,0,28,32033132.0,27410,0,727,911930.0,18,2700
reputation,1,28,32587718.0,27410,0,727,911930.0,16,2700
reputation,0,28,35772062.0,27410,0,727,911930.0,18,2700
reputation,1,28,37612206.0,27410,0,727,911930.0,18,2700
reputation,0,28,34228412.0,27410,0,727,911930.0,19,2700
reputation,2,11,22179082.0,34006,0,1262,683553.0,14,1640
reputation,0,11,31927733.0,34006,0,1262,683553.0,12,1640
reputation,0,11,37471953.0,34006,0,1262,683553.0,19,1640
reputation,0,11,30404261.0,34006,0,1262,683553.0,15,1640
reputation,3,11,32661087.0,34006,-1,1262,683553.0,19,1640
reputation,1,78,31305236.0,26819,0,894,1033686.0,19,1724
reputation,1,78,37416747.0,26819,0,894,1033686.0,16,1724
reputation,0,121,37557754.0,32089,0,1355,138578.0,13,4762
reputation,0,121,37570473.0,32089,0,1355,138578.0,5,4762
reputation,0,20,7273810.0,12889,0,695,400790.0,18,610
reputation,0,20,34416336.0,12889,1,695,400790.0,19,610
reputation,0,100,31383988.0,31303,0,1142,153422.0,12,2885
reputation,0,273,36547904.0,33337,0,943,253468.0,18,2891
reputation,1,242,29592171.0,39423,1,2998,199700.0,16,6794
reputation,5,242,28725286.0,39423,0,2998,199700.0,17,6794
reputation,2,2,8444298.0,14969,0,504,516629.0,13,697
reputation,1,50,35550853.0,34643,1,593,5975.0,10,2076
reputation,2,14,21925923.0,11985,0,826,1678468.0,18,454
reputation,2,461,37642104.0,187688,4,3899,324584.0,18,27257
reputation,2,7,36131376.0,31110,0,401,478144.0,18,2954
reputation,0,7,36845567.0,31110,0,401,478144.0,14,2954
reputation,0,46,35257135.0,18845,1,523,340819.0,10,828
reputation,0,46,34048849.0,18845,1,523,340819.0,18,828
reputation,0,54,34311835.0,25234,0,455,188414.0,15,1460
reputation,0,1189,37208635.0,23259,0,3125,487813.0,12,2940
reputation,1,97,25306834.0,29043,1,625,898289.0,12,1786
reputation,0,44,33986822.0,21503,0,564,98422.0,16,1740
reputation,0,64,37705301.0,26073,0,6737,730807.0,5,3088
reputation,1,10,31927569.0,52647,0,117,32484.0,19,3139
reputation,0,50,36691114.0,27417,1,971,436028.0,19,2815
reputation,2,437,37699630.0,36326,0,1600,3049628.0,10,4245
reputation,2,8,37331001.0,33369,0,2050,296446.0,17,1609
reputation,0,449,36053989.0,39904,0,4829,1011724.0,15,4149
reputation,0,26,33011717.0,11425,0,2805,27756.0,11,4847
reputation,0,26,37730040.0,11425,0,2805,27756.0,18,4847
reputation,0,26,37111914.0,11425,0,2805,27756.0,13,4847
reputation,0,26,35172793.0,11425,0,2805,27756.0,15,4847
reputation,0,26,37588791.0,11425,0,2805,27756.0,6,4847
reputation,0,26,26670652.0,11425,1,2805,27756.0,18,4847
reputation,0,26,24905100.0,11425,0,2805,27756.0,19,4847
reputation,1,26,35314969.0,11425,0,2805,27756.0,9,4847
reputation,0,1940,34789185.0,26569,0,1138,477127.0,17,3273
reputation,1,80,36517808.0,17916,1,421,87739.0,16,1046
reputation,0,46,37379076.0,12638,0,1689,276193.0,17,778
reputation,0,22,37213268.0,20898,0,3528,2120261.0,15,917
reputation,0,730,35397328.0,79076,0,2571,102441.0,17,6176
reputation,2,730,35566927.0,79076,0,2571,102441.0,13,6176
reputation,0,730,35873641.0,79076,1,2571,102441.0,19,6176
reputation,0,730,36923309.0,79076,0,2571,102441.0,14,6176
reputation,0,16,35012155.0,35728,0,647,274.0,18,1930
reputation,2,42,34201030.0,11201,0,491,234451.0,18,1117
reputation,0,9,37478667.0,12721,0,147,882993.0,10,500
reputation,0,16,22798025.0,15680,0,474,1606323.0,15,692
reputation,0,16,35480645.0,15680,0,474,1606323.0,16,692
reputation,0,16,37654098.0,15680,1,474,1606323.0,14,692
reputation,1,16,36496134.0,15680,0,474,1606323.0,19,692
reputation,1,16,33804893.0,15680,1,474,1606323.0,16,692
reputation,2,53,34769995.0,22546,0,455,11755.0,14,2372
reputation,0,53,35864852.0,22546,-1,455,11755.0,18,2372
reputation,1,53,37717428.0,22546,0,455,11755.0,16,2372
reputation,0,53,37701416.0,22546,0,455,11755.0,18,2372
reputation,1,53,35486262.0,22546,-1,455,11755.0,15,2372
reputation,0,53,37676475.0,22546,1,455,11755.0,14,2372
reputation,0,53,35853378.0,22546,1,455,11755.0,17,2372
reputation,0,53,32668104.0,22546,0,455,11755.0,13,2372
reputation,3,53,37597066.0,22546,0,455,11755.0,16,2372
reputation,0,53,18732925.0,22546,0,455,11755.0,14,2372
reputation,1,53,35379672.0,22546,0,455,11755.0,15,2372
reputation,0,53,37304406.0,22546,0,455,11755.0,10,2372
reputation,0,53,36576270.0,22546,0,455,11755.0,18,2372
reputation,0,21,35066362.0,14345,0,1881,132208.0,19,690
reputation,2,940,33551590.0,71341,-1,2823,561309.0,16,4379
reputation,1,940,36288255.0,71341,0,2823,561309.0,13,4379
reputation,0,32,31974416.0,11727,0,245,1127699.0,19,1721
reputation,0,208,36444623.0,13891,0,614,220005.0,17,1482
reputation,6,201,32411162.0,13352,0,1548,261682.0,19,2076
reputation,0,201,32416581.0,13352,0,1548,261682.0,19,2076
reputation,1,1480,33375247.0,96868,0,2385,14357.0,12,8583
reputation,0,67,31558581.0,10507,0,1262,125663.0,15,1627
reputation,0,9,35770346.0,13834,0,1623,6486.0,14,997
reputation,0,9,4238213.0,13834,1,1623,6486.0,17,997
reputation,0,41,35951360.0,15731,1,359,119790.0,18,862
reputation,1,235,36464291.0,26890,2,649,458742.0,17,1575
reputation,2,235,36756356.0,26890,0,649,458742.0,15,1575
reputation,0,235,36390323.0,26890,0,649,458742.0,14,1575
reputation,2,235,36608659.0,26890,2,649,458742.0,19,1575
reputation,4,235,34257742.0,26890,0,649,458742.0,18,1575
reputation,0,235,36878229.0,26890,0,649,458742.0,4,1575
reputation,4,235,36912477.0,26890,1,649,458742.0,17,1575
reputation,3,235,36848453.0,26890,0,649,458742.0,14,1575
reputation,0,519,18674135.0,16616,0,872,933633.0,19,1145
reputation,0,8,25443750.0,12838,0,1247,693349.0,13,831
reputation,0,8,30352098.0,12838,0,1247,693349.0,17,831
reputation,2,2,30482433.0,11495,0,40,126280.0,19,983
reputation,1,2,37462148.0,11495,0,40,126280.0,13,983
reputation,2,2,26022165.0,11495,0,40,126280.0,16,983
reputation,0,21,35000836.0,11195,0,2014,1150311.0,12,858
reputation,0,21,36114490.0,17784,0,142,48886.0,19,1254
reputation,1,55,37299878.0,29477,1,4511,97614.0,13,2307
reputation,0,55,37658824.0,29477,0,4511,97614.0,14,2307
reputation,0,8,34450774.0,32400,1,2069,18706.0,17,2164
reputation,0,8,31229302.0,32400,1,2069,18706.0,17,2164
reputation,0,283,37746794.0,16763,0,1425,39643.0,10,1393
reputation,0,283,37597279.0,16763,0,1425,39643.0,13,1393
reputation,2,10,31398511.0,12209,0,192,222151.0,19,953
reputation,7,10,36917146.0,12209,1,192,222151.0,16,953
reputation,0,10,21540590.0,12209,0,192,222151.0,15,953
reputation,0,10,31543057.0,12209,0,192,222151.0,7,953
reputation,2,10,35992080.0,12209,0,192,222151.0,14,953
reputation,1,10,22184397.0,12209,0,192,222151.0,19,953
reputation,0,80,37302289.0,26041,0,1797,319618.0,8,2531
reputation,3,80,37054007.0,26041,0,1797,319618.0,16,2531
reputation,0,80,34630953.0,26041,0,1797,319618.0,17,2531
reputation,0,80,37437499.0,26041,0,1797,319618.0,11,2531
reputation,0,97,33842576.0,235072,0,927,6068.0,6,10965
reputation,0,97,36953621.0,235072,0,927,6068.0,11,10965
reputation,0,97,37093383.0,235072,1,927,6068.0,11,10965
reputation,0,97,37257134.0,235072,1,927,6068.0,18,10965
reputation,0,97,36912191.0,235072,0,927,6068.0,19,10965
reputation,0,97,37330755.0,235072,0,927,6068.0,10,10965
reputation,0,97,29285164.0,235072,1,927,6068.0,17,10965
reputation,0,30,37433133.0,31280,0,2174,15393.0,8,2305
reputation,0,100,35865657.0,22378,0,629,302533.0,16,2385
reputation,0,100,30927087.0,22378,0,629,302533.0,17,2385
reputation,0,707,37254140.0,32662,1,2579,1612146.0,16,2318
reputation,0,182,37271747.0,15546,0,1564,67258.0,17,1848
reputation,0,7,35744661.0,13589,0,148,93613.0,19,1192
reputation,0,10,36941180.0,15157,0,1456,623519.0,16,402
reputation,0,10,32903526.0,15157,0,1456,623519.0,14,402
reputation,1,10,17315725.0,15157,1,1456,623519.0,14,402
reputation,0,10,37566148.0,15157,0,1456,623519.0,12,402
reputation,0,10,37189687.0,15157,0,1456,623519.0,10,402
reputation,0,759,26841113.0,20302,0,1361,3436942.0,19,2485
reputation,0,1233,35731272.0,68266,2,3551,1066031.0,18,4633
reputation,0,1294,33287672.0,24767,1,2417,1352288.0,9,2187
reputation,4,1648,36012966.0,279695,0,1406,507674.0,18,22360
reputation,0,44,37647676.0,19231,0,812,240363.0,13,2131
reputation,0,44,35655901.0,19231,0,812,240363.0,9,2131
reputation,1,44,36016686.0,19231,0,812,240363.0,17,2131
reputation,2,44,31158772.0,19231,0,812,240363.0,14,2131
reputation,5,44,23643514.0,19231,0,812,240363.0,16,2131
reputation,2,180,25392671.0,15300,0,850,2089006.0,19,978
reputation,2,180,26961358.0,15300,0,850,2089006.0,15,978
reputation,0,180,36889000.0,15300,0,850,2089006.0,14,978
reputation,0,180,35295927.0,15300,0,850,2089006.0,13,978
reputation,2,29,33334096.0,10803,0,48,4396258.0,19,170
reputation,0,12,37274899.0,10838,0,422,457148.0,17,639
reputation,2,12,25269302.0,10838,0,422,457148.0,19,639
reputation,0,12,37342011.0,10838,0,422,457148.0,9,639
reputation,4,23,37764847.0,11118,0,1339,499699.0,9,632
reputation,1,8,36798533.0,48170,1,435,449856.0,16,2380
reputation,0,33,33527000.0,47519,1,943,5017.0,17,3083
reputation,0,3,31134118.0,22996,1,2443,94278.0,14,2215
reputation,0,3,33868901.0,22996,1,2443,94278.0,16,2215
reputation,0,3,34311777.0,22996,0,2443,94278.0,16,2215
reputation,0,3,37392816.0,22996,0,2443,94278.0,19,2215
reputation,0,3,28452495.0,22996,0,2443,94278.0,19,2215
reputation,0,20,35973389.0,11230,0,1093,271106.0,19,914
reputation,1,20,36798517.0,11230,0,1093,271106.0,11,914
reputation,3,849,28305484.0,16264,1,1507,930393.0,18,1744
reputation,4,290,15047053.0,23645,0,3889,156755.0,16,5226
reputation,0,139,22711565.0,12407,0,3683,351785.0,16,784
reputation,0,154,31160283.0,197771,0,975,12870.0,17,9458
reputation,2,67,33694764.0,29864,0,1496,15369.0,15,2531
reputation,1,67,14952029.0,29864,0,1496,15369.0,19,2531
reputation,3,67,36620216.0,29864,0,1496,15369.0,18,2531
reputation,0,67,37659772.0,29864,0,1496,15369.0,13,2531
reputation,2,67,36496541.0,29864,0,1496,15369.0,16,2531
reputation,0,347,30803468.0,14620,0,662,28768.0,16,1750
reputation,2,47,37721959.0,20547,0,1360,1212017.0,19,3336
reputation,1,47,34857556.0,20547,0,1360,1212017.0,16,3336
reputation,0,47,35415022.0,20547,0,1360,1212017.0,17,3336
reputation,0,266,37525980.0,24503,1,3232,1596545.0,16,2121
reputation,1,266,37769510.0,24503,0,3232,1596545.0,8,2121
reputation,4,11,36383540.0,17348,0,373,26107.0,17,813
reputation,0,22,37431448.0,55720,0,3128,107409.0,16,4202
reputation,0,319,37252735.0,12266,0,4760,180430.0,15,1008
reputation,0,63,37455660.0,10692,0,444,424611.0,10,894
reputation,0,63,36804264.0,10692,0,444,424611.0,15,894
reputation,1,98,36735905.0,13238,0,92,125680.0,12,1495
reputation,0,24,37721572.0,17985,1,397,416626.0,12,352
reputation,0,24,34043599.0,17985,1,397,416626.0,17,352
reputation,0,24,37571594.0,17985,0,397,416626.0,17,352
reputation,1,24,35808440.0,17985,0,397,416626.0,19,352
reputation,0,9,33210160.0,11283,0,336,473040.0,19,841
reputation,0,9,29305764.0,11283,0,336,473040.0,14,841
reputation,0,812,37410831.0,38113,0,1737,699224.0,16,3852
reputation,0,29,37679278.0,20739,0,4103,1071320.0,11,1016
reputation,0,29,36723939.0,20739,0,4103,1071320.0,13,1016
reputation,0,29,35603360.0,20739,0,4103,1071320.0,15,1016
reputation,0,29,36091158.0,20739,0,4103,1071320.0,13,1016
reputation,0,2549,35725444.0,18807,0,3154,1084416.0,10,4475
reputation,2,1,26120935.0,15643,1,1779,3894917.0,16,990
reputation,0,42,37145210.0,21884,0,1945,435129.0,17,2032
reputation,0,42,37175235.0,21884,0,1945,435129.0,7,2032
reputation,0,29,35563832.0,16110,1,1120,28901.0,19,530
reputation,0,35,37612690.0,30605,0,1014,107783.0,4,2351
reputation,0,35,35994210.0,30605,0,1014,107783.0,10,2351
reputation,0,35,35574386.0,30605,0,1014,107783.0,11,2351
reputation,0,35,34675425.0,30605,1,1014,107783.0,19,2351
reputation,2,35,32078853.0,30605,0,1014,107783.0,15,2351
reputation,0,35,35625671.0,30605,0,1014,107783.0,19,2351
reputation,1,35,33999782.0,30605,0,1014,107783.0,17,2351
reputation,0,34,33591027.0,11219,0,203,154688.0,14,975
reputation,0,28,31291218.0,21375,0,2064,15825.0,19,1289
reputation,0,16,35968956.0,36591,0,243,440602.0,19,2435
reputation,7,16,37499742.0,12409,1,450,1019952.0,17,766
reputation,0,16,34041866.0,12409,0,450,1019952.0,9,766
reputation,0,5348,37212604.0,212764,0,9057,82548.0,8,18175
reputation,6,97,36488139.0,31238,0,412,183579.0,16,1644
reputation,0,18,34602245.0,10995,0,652,16964.0,12,1626
reputation,3,18,36456746.0,10995,0,652,16964.0,15,1626
reputation,0,18,32917235.0,10995,0,652,16964.0,13,1626
reputation,0,176,37700898.0,32077,1,1115,7512.0,16,2978
reputation,0,176,37274072.0,32077,0,1115,7512.0,18,2978
reputation,0,117,37695339.0,12034,0,951,493762.0,11,529
reputation,1,39,37594854.0,17284,0,2412,539490.0,8,858
reputation,0,39,37363764.0,17284,0,2412,539490.0,14,858
reputation,0,39,37768208.0,17284,0,2412,539490.0,10,858
reputation,0,39,37594790.0,17284,0,2412,539490.0,10,858
reputation,0,42,34902206.0,11295,0,545,192993.0,14,805
reputation,0,0,35895688.0,15963,0,731,199.0,19,1122
reputation,0,0,37351643.0,15963,0,731,199.0,7,1122
reputation,0,32,37393059.0,24921,0,2970,33051.0,15,3241
reputation,0,198,33542204.0,37327,0,1900,38522.0,13,2872
reputation,1,198,24763792.0,37327,0,1900,38522.0,19,2872
reputation,0,198,32889015.0,37327,0,1900,38522.0,7,2872
reputation,2,198,35154609.0,37327,0,1900,38522.0,18,2872
reputation,0,198,33732365.0,37327,0,1900,38522.0,13,2872
reputation,0,198,34335316.0,37327,0,1900,38522.0,18,2872
reputation,0,198,31853183.0,37327,0,1900,38522.0,15,2872
reputation,2,198,37729403.0,37327,0,1900,38522.0,15,2872
reputation,1,198,34162465.0,37327,1,1900,38522.0,19,2872
reputation,0,198,32507199.0,37327,0,1900,38522.0,16,2872
reputation,1,198,36920582.0,37327,0,1900,38522.0,14,2872
reputation,0,198,28127067.0,37327,0,1900,38522.0,12,2872
reputation,2,198,32328862.0,37327,-1,1900,38522.0,18,2872
reputation,1,198,31301174.0,37327,-1,1900,38522.0,10,2872
reputation,2,198,31304513.0,37327,0,1900,38522.0,18,2872
reputation,0,198,36846139.0,37327,0,1900,38522.0,6,2872
reputation,1,198,33018072.0,37327,-1,1900,38522.0,19,2872
reputation,0,198,32850215.0,37327,0,1900,38522.0,17,2872
reputation,0,64,37076074.0,49689,0,1752,463785.0,17,4102
reputation,1,21,31573645.0,16753,0,360,21634.0,15,1450
reputation,0,796,34719924.0,41176,0,1793,410636.0,16,3818
reputation,0,26,37711381.0,14883,0,239,755.0,5,575
reputation,1,25,31677626.0,19360,0,459,3122639.0,17,632
reputation,0,778,35155919.0,13466,2,920,789657.0,13,4388
reputation,0,10,37683705.0,21421,0,256,24109.0,5,933
reputation,3,10,24686472.0,21421,0,256,24109.0,18,933
reputation,1,25,37394541.0,10837,0,145,1930219.0,15,749
reputation,3,484,27375605.0,28663,0,1577,21061.0,19,2387
reputation,2,484,37149731.0,28663,0,1577,21061.0,13,2387
reputation,0,484,35343186.0,28663,2,1577,21061.0,17,2387
reputation,1,194,36572155.0,49892,1,492,191463.0,12,2449
reputation,0,194,34476742.0,49892,0,492,191463.0,18,2449
reputation,4,46,37080167.0,17310,1,3414,303612.0,17,4062
reputation,2,46,37132635.0,17310,1,3414,303612.0,15,4062
reputation,1,1,33078084.0,55042,1,5546,1006010.0,12,2630
reputation,2,485,31963873.0,12628,2,5163,940834.0,18,1792
reputation,0,171,34581020.0,16933,0,281,2332336.0,14,1275
reputation,0,171,37659417.0,16933,0,281,2332336.0,12,1275
reputation,2,171,36182794.0,16933,0,281,2332336.0,13,1275
reputation,0,171,35989686.0,16933,0,281,2332336.0,13,1275
reputation,1,85,30646854.0,38542,1,2078,2071807.0,19,1978
reputation,0,18,25159341.0,13543,0,1866,3189.0,17,702
reputation,0,8,33078690.0,11815,0,495,51593.0,13,1979
reputation,2,32,25503699.0,13154,0,2591,846476.0,17,762
reputation,0,32,31809898.0,13154,0,2591,846476.0,11,762
reputation,0,32,37118519.0,13154,0,2591,846476.0,8,762
reputation,0,32,34819144.0,13154,0,2591,846476.0,12,762
reputation,0,32,25253387.0,13154,0,2591,846476.0,19,762
reputation,0,27,34436640.0,11315,0,167,120820.0,16,602
reputation,0,25,35657359.0,16779,0,1782,361842.0,19,1691
reputation,2,197,37660293.0,115343,-1,3682,99834.0,11,8228
reputation,4,197,31829286.0,115343,0,3682,99834.0,18,8228
reputation,0,197,37590442.0,115343,0,3682,99834.0,16,8228
reputation,4,197,37419130.0,115343,0,3682,99834.0,9,8228
reputation,0,197,37481883.0,115343,0,3682,99834.0,8,8228
reputation,0,197,37387820.0,115343,0,3682,99834.0,18,8228
reputation,0,197,36839491.0,115343,0,3682,99834.0,18,8228
reputation,0,197,37360946.0,115343,0,3682,99834.0,12,8228
reputation,0,197,33961056.0,115343,0,3682,99834.0,19,8228
reputation,0,197,31473580.0,115343,0,3682,99834.0,10,8228
reputation,0,197,36182825.0,115343,1,3682,99834.0,16,8228
reputation,0,197,35743281.0,115343,0,3682,99834.0,6,8228
reputation,0,197,32849803.0,115343,0,3682,99834.0,6,8228
reputation,1,197,35969187.0,115343,0,3682,99834.0,12,8228
reputation,0,197,37316597.0,115343,-2,3682,99834.0,18,8228
reputation,0,197,37482139.0,115343,1,3682,99834.0,13,8228
reputation,0,197,28238191.0,115343,-2,3682,99834.0,18,8228
reputation,1,197,36848864.0,115343,1,3682,99834.0,15,8228
reputation,0,197,36798121.0,115343,0,3682,99834.0,14,8228
reputation,0,197,33131808.0,115343,0,3682,99834.0,7,8228
reputation,3,197,36645933.0,115343,-1,3682,99834.0,16,8228
reputation,0,45,34917026.0,12968,0,585,1290545.0,13,8792
reputation,0,1615,37194265.0,16309,0,5329,1563422.0,8,5981
reputation,0,33,37090933.0,11323,0,1455,2091169.0,7,975
reputation,0,33,37243082.0,11323,0,1455,2091169.0,18,975
reputation,0,33,37537703.0,11323,0,1455,2091169.0,14,975
reputation,5,33,37678055.0,11323,0,1455,2091169.0,14,975
reputation,0,33,35329139.0,11323,0,1455,2091169.0,11,975
reputation,2,33,37264200.0,11323,0,1455,2091169.0,16,975
reputation,2,33,37321878.0,11323,0,1455,2091169.0,19,975
reputation,4,33,37466212.0,11323,1,1455,2091169.0,17,975
reputation,2,18,32074632.0,22239,1,1893,509706.0,19,1497
reputation,0,72,33632499.0,20390,0,505,178757.0,13,1317
reputation,0,45,28830708.0,29561,0,273,289666.0,13,951
reputation,0,126,34446666.0,23409,1,1452,202168.0,16,1690
reputation,0,126,23685447.0,23409,0,1452,202168.0,19,1690
reputation,0,126,34432986.0,23409,0,1452,202168.0,14,1690
reputation,0,1204,32070717.0,24848,0,2483,500974.0,15,2310
reputation,11,65,30335961.0,11494,1,367,404568.0,19,966
reputation,0,65,28997904.0,11494,0,367,404568.0,19,966
reputation,0,65,35212468.0,11494,0,367,404568.0,14,966
reputation,0,138,37545568.0,12653,0,1203,1010632.0,15,1381
